Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
HIGH STREET CENTRE,1 North Bridge Road  #03-23 ,23,Strata,372000,16174,1503,25-SEP-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
FOOK HAI BUILDING,150 South Bridge Road  #01-17 ,60,Strata,1850000,30833,2864,25-SEP-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #01-78B ,22,Strata,1380000,62727,5828,24-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #02-20 ,47,Strata,583000,12404,1152,19-SEP-2013,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-15 ,130,Strata,1958000,15062,1399,18-SEP-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-61D ,18,Strata,273000,15167,1409,17-SEP-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #03-24 ,29,Strata,1060000,36552,3396,17-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SQUARE 2,10 Sinaran Drive  #10-29 ,42,Strata,1770000,42143,3915,16-SEP-2013,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
THE MIDTOWN,1187 Upper Serangoon Road  #01-33 ,71,Strata,3007900,42365,3936,11-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK COMPLEX,1 Park Road  #03-30 ,29,Strata,1300000,44828,4165,10-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE MIDTOWN,1187 Upper Serangoon Road  #01-66 ,71,Strata,3337200,47003,4367,10-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-65 ,71,Strata,3268200,46031,4276,10-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
SIM LIM SQUARE,1 Rochor Canal Road  #06-22 ,51,Strata,1000000,19608,1822,10-SEP-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE MIDTOWN,1187 Upper Serangoon Road  #01-34 ,72,Strata,2763728,38385,3566,09-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
GOLDEN MILE TOWER,6001 Beach Road  #02-54 ,49,Strata,685000,13980,1299,09-SEP-2013,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-64 ,71,Strata,3268200,46031,4276,06-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-47 ,143,Strata,3350000,23427,2176,06-SEP-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SUNSHINE PLAZA,91 Bencoolen Street  #01-23 ,19,Strata,881500,46395,4310,06-SEP-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #04-26 ,22,Strata,420000,19091,1774,04-SEP-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
EON SHENTON,70 Shenton Way  #01-05 ,16,Strata,1230000,76875,7142,03-SEP-2013,Retail,99 Yrs From 06/10/2011,Sub Sale,02,07,079118,Central Region,Downtown Core
GOLDEN MILE COMPLEX,5001 Beach Road  #03-32A ,96,Strata,1100000,11458,1065,02-SEP-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #01-04 ,32,Strata,415000,12969,1205,30-AUG-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-01 ,333,Strata,5000000,15015,1395,27-AUG-2013,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
FU LU SHOU COMPLEX,149 Rochor Road  #02-15 ,54,Strata,1488888,27572,2562,26-AUG-2013,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CT HUB 2,114 Lavender Street  #01-09 ,24,Strata,941700,39238,3645,26-AUG-2013,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-01 ,72,Strata,3023730,41996,3902,23-AUG-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
GSM BUILDING,141 Middle Road  #02-00 ETC ,324,Strata,6000000,18519,1720,23-AUG-2013,Retail,99 Yrs From 02/05/1978,Resale,07,18,188976,Central Region,Rochor
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-33 ,82,Strata,1650000,20122,1869,19-AUG-2013,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
ORCHID HOTEL,1 Tras Link  #02-13 ,16,Strata,395600,24725,2297,16-AUG-2013,Retail,99 Yrs From 02/10/2007,Resale,02,07,078867,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-24A ,114,Strata,2500000,21930,2037,14-AUG-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-70 ,60,Strata,1475000,24583,2284,07-AUG-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #03-32 ,88,Strata,1089050,12376,1150,06-AUG-2013,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-40 ,29,Strata,888000,30621,2845,06-AUG-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
MAXWELL HOUSE,20 Maxwell Road  #01-09 ,22,Strata,420000,19091,1774,06-AUG-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,069113,Central Region,Outram
CT HUB 2,114 Lavender Street  #01-08 ,25,Strata,941500,37660,3499,05-AUG-2013,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-43 ,23,Strata,1200000,52174,4847,30-JUL-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #06-02 ,131,Strata,3220000,24580,2284,29-JUL-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #02-26 ,29,Strata,550000,18966,1762,29-JUL-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-43 ,72,Strata,3001100,41682,3872,26-JUL-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THOMSON PLAZA,301 Upper Thomson Road  #01-59 ,41,Strata,2116800,51629,4796,25-Jul-2013,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
ORCHARD PLAZA,150 Orchard Road  #03-28 ,15,Strata,426000,28400,2638,22-JUL-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
GOLDEN MILE COMPLEX,5001 Beach Road  #02-80E ,18,Strata,220000,12222,1135,22-JUL-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PARKWAY CENTRE,1 Marine Parade Central  #09-03 ,77,Strata,1268000,16468,1530,19-JUL-2013,Retail,99 Yrs From 23/07/1981,Resale,15,44,449408,Central Region,Marine Parade
ORCHID HOTEL,1 Tras Link  #02-07 ,310,Strata,7300000,23548,2188,10-JUL-2013,Retail,99 Yrs From 02/10/2007,Resale,02,07,078867,Central Region,Outram
GOLDEN MILE COMPLEX,5001 Beach Road  #03-66 ,33,Strata,468000,14182,1318,05-JUL-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #02-38 ,45,Strata,650000,14444,1342,03-JUL-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
GOLDEN MILE COMPLEX,5001 Beach Road  #03-02 ,33,Strata,470000,14242,1323,02-JUL-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-23 ,71,Strata,3227600,45459,4223,02-JUL-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
SULTAN PLAZA,100 Jalan Sultan  #04-54 ,58,Strata,655200,11297,1049,02-JUL-2013,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-21 ,24,Strata,460000,19167,1781,01-JUL-2013,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
FORTUNE CENTRE,190 Middle Road  #04-32 ,21,Strata,538000,25619,2380,01-JUL-2013,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #03-08 ,24,Strata,780000,32500,3019,01-JUL-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
THE MIDTOWN,1187 Upper Serangoon Road  #02-23 ,56,Strata,3220700,57513,5343,25-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-20 ,83,Strata,4185500,50428,4685,24-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
FOOK HAI BUILDING,150 South Bridge Road  #01-06 ,48,Strata,1150000,23958,2226,24-JUN-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #02-43 ,28,Strata,1680000,60000,5574,24-JUN-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #02-30 ,41,Strata,2100000,51220,4758,21-JUN-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
FORTUNE CENTRE,190 Middle Road  #04-19 ,27,Strata,615000,22778,2116,21-JUN-2013,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
THE MIDTOWN,1187 Upper Serangoon Road  #01-04 ,82,Strata,3518900,42913,3987,20-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-03 ,82,Strata,3518900,42913,3987,20-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
ORCHARD PLAZA,150 Orchard Road  #03-78 ,3,Strata,83888,27963,2598,19-JUN-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #02-28 ,35,Strata,753000,21514,1999,19-JUN-2013,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
THE MIDTOWN,1187 Upper Serangoon Road  #01-63 ,71,Strata,3268200,46031,4276,18-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
HIGH STREET CENTRE,1 North Bridge Road  #01-21 ,25,Strata,555000,22200,2062,14-JUN-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-01 ,26,Strata,600000,23077,2144,13-JUN-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
ORCHARD PLAZA,150 Orchard Road  #02-47 ,17,Strata,720000,42353,3935,13-JUN-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road  #02-19 ,27,Strata,600000,22222,2064,13-JUN-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
THE MIDTOWN,1187 Upper Serangoon Road  #02-33 ,37,Strata,2062700,55749,5179,12-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #B1-10 ,39,Strata,712000,18256,1696,12-JUN-2013,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
SUNSHINE PLAZA,91 Bencoolen Street  #01-28 ,14,Strata,620000,44286,4114,10-JUN-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
THE TROPICA,59 Tampines Avenue 1  #01-02 ,18,Strata,392000,21778,2023,10-JUN-2013,Retail,99 Yrs From 04/12/1996,Resale,18,52,529775,East Region,Tampines
ORCHARD PLAZA,150 Orchard Road  #04-46 ,18,Strata,600000,33333,3097,10-JUN-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
THE MIDTOWN,1187 Upper Serangoon Road  #01-11 ,80,Strata,3536200,44203,4107,07-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
GOLDEN MILE TOWER,6001 Beach Road  #01-02 ,66,Strata,1350000,20455,1900,07-JUN-2013,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
BYLANDS BUILDING,135 Middle Road  #01-04 ,15,Strata,350000,23333,2168,07-JUN-2013,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
THE SAIL @ MARINA BAY,2 Marina Boulevard  #B1-05-12 ,322,Strata,21347000,66295,6159,06-JUN-2013,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
THE SAIL @ MARINA BAY,2 Marina Boulevard  #01-01/02 ETC ,398,Strata,15401000,38696,3595,06-JUN-2013,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #01-03 ,75,Strata,3000000,40000,3716,06-JUN-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
SQUARE 2,10 Sinaran Drive  #11-12 ,78,Strata,3738000,47923,4452,04-JUN-2013,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
ORCHARD PLAZA,150 Orchard Road  #02-59 ,15,Strata,600000,40000,3716,04-JUN-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
THE MIDTOWN,1187 Upper Serangoon Road  #01-58 ,33,Strata,2152300,65221,6059,04-JUN-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
BURLINGTON SQUARE,175 Bencoolen Street  #01-55 ,38,Strata,2028000,53368,4958,04-JUN-2013,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #01-26 ,22,Strata,530000,24091,2238,31-MAY-2013,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
SOUTHBANK,883 North Bridge Road  #01-06 ,18,Strata,590000,32778,3045,31-MAY-2013,Retail,99 Yrs From 27/01/2006,Resale,07,19,198785,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #01-27 ,28,Strata,1050000,37500,3484,30-MAY-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
THE MIDTOWN,1187 Upper Serangoon Road  #02-03 ,42,Strata,2241700,53374,4959,30-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-55 ,70,Strata,1680000,24000,2230,30-MAY-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #01-05 ,106,Strata,2600000,24528,2279,30-MAY-2013,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #02-02 ,58,Strata,1215514,20957,1947,29-MAY-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-84D ,113,Strata,5500000,48673,4522,29-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #01-84E ,89,Strata,4500000,50562,4697,29-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #04-02F ,139,Strata,4500000,32374,3008,29-MAY-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE MIDTOWN,1187 Upper Serangoon Road  #01-31 ,71,Strata,2992600,42149,3916,28-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THOMSON PLAZA,301 Upper Thomson Road  #01-62 ,31,Strata,1550000,50000,4645,28-MAY-2013,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
THE MIDTOWN,1187 Upper Serangoon Road  #01-54 ,43,Strata,2703000,62860,5840,28-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-61 ,29,Strata,1996700,68852,6396,28-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-04 ,38,Strata,2095400,55142,5123,28-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-13 ,31,Strata,1747500,56371,5237,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-11 ,40,Strata,2255000,56375,5237,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-28 ,37,Strata,2029800,54859,5097,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-K12 ,9,Strata,350000,38889,3613,27-MAY-2013,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
THE MIDTOWN,1187 Upper Serangoon Road  #01-09 ,67,Strata,3662300,54661,5078,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-05 ,42,Strata,2315600,55133,5122,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-19 ,74,Strata,3265400,44127,4100,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-56 ,33,Strata,2152300,65221,6059,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-21 ,90,Strata,4073100,45257,4204,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-13 ,74,Strata,3245400,43857,4074,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-19 ,33,Strata,1973500,59803,5556,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-31 ,28,Strata,1653600,59057,5487,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-12 ,31,Strata,1747500,56371,5237,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-16 ,74,Strata,3241500,43804,4069,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-18 ,74,Strata,3257400,44019,4089,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-32 ,37,Strata,2035500,55014,5111,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-K13 ,9,Strata,350000,38889,3613,27-MAY-2013,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
THE MIDTOWN,1187 Upper Serangoon Road  #01-20 ,74,Strata,3273300,44234,4109,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-06 ,42,Strata,2315600,55133,5122,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-14 ,74,Strata,3245400,43857,4074,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-22 ,77,Strata,3337400,43343,4027,27-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-55 ,39,Strata,2593400,66497,6178,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-10 ,89,Strata,4271600,47996,4459,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-24 ,27,Strata,1782100,66004,6132,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-50 ,78,Strata,3337000,42782,3975,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-17 ,74,Strata,3249400,43911,4079,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-51 ,39,Strata,2593400,66497,6178,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-60 ,28,Strata,1926300,68796,6391,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #02-14 ,31,Strata,1747500,56371,5237,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-05 ,82,Strata,3518900,42913,3987,23-MAY-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang

